-4.26617, -3.69396, -3.28559, -2.70834, -1.68513, -0.647136, 0.813368, 0.661263, 0.560863, -0.22546, -1.54093, -3.74958, -2.66964, -0.44244, -0.821922, -1.77807, -2.11356, -2.25514, -2.6107, -3.21539, -3.92877, -4.27359, -4.06563, -3.9098, -3.91013, -3.82311, -3.58393, -3.46915, -4.12725, -4.81116, -5.31821, -5.84122, -6.13978, -6.29291, -6.38501, -6.29734, -6.13535, -6.04986, -5.8484, -5.67504, -5.54197, -5.27727, -5.06616, -5.0808, -5.25874, -5.25322, -5.15385, -5.09083, -5.18538, -5.36937, -5.5288, -5.49959, -5.50436, -5.60217, -5.30295, -4.77904, -4.07503, -3.3613, -2.5521, -1.63985, -0.595085, 0.280683, 1.23201, 1.93291, 2.25249, 2.16798, 2.11504, 1.78375, 1.66241, 1.98231, 2.31414, 2.57979, 2.63546, 2.88081, 3.05363, 3.03883, 2.60706, 2.3231, 1.94183, 1.44495, 1.12297, 1.14062, 1.01346, 0.485477, -0.0141207, -0.603036, -0.910771, -1.03542, -1.07654, -1.2122, -1.5482, -1.73694, -1.70119, -1.65527, -1.48919, -1.8625, -2.27902, -2.37424, -2.52492, -2.52513, -2.5011, -2.42583, -2.20195, -1.91004, -1.48184                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
-4.34513, -3.75484, -3.16986, -2.34061, -1.19543, 0.0135235, 1.39848, 1.89821, 1.54721, 0.107234, -0.922366, -3.00637, -3.07381, -0.797731, -0.556672, -1.44579, -2.07451, -2.36907, -2.77959, -3.52382, -4.39216, -4.80977, -4.55781, -4.33812, -4.27662, -4.17481, -4.06742, -4.20196, -4.75848, -5.28551, -5.86217, -6.40432, -6.67419, -6.7696, -6.90956, -6.92171, -6.87882, -6.78729, -6.66957, -6.51748, -6.33992, -6.18509, -6.10827, -6.10912, -6.18469, -6.08139, -5.94664, -5.93409, -5.94422, -5.95729, -6.01323, -5.77236, -5.38632, -5.12069, -4.63629, -3.98001, -3.31715, -2.73054, -2.14462, -1.33636, -0.43981, 0.359425, 1.11753, 1.5438, 1.6176, 1.50534, 1.52962, 1.35159, 1.30076, 1.62509, 1.82757, 2.08108, 2.32212, 2.4703, 2.35634, 2.08944, 1.59407, 1.23615, 0.887803, 0.592252, 0.385248, 0.363094, 0.139896, -0.449647, -0.980381, -1.37018, -1.56758, -1.55919, -1.68546, -1.9237, -2.11383, -2.10898, -1.97194, -1.82024, -1.5973, -2.03042, -2.39554, -2.48352, -2.6352, -2.60463, -2.4914, -2.41572, -2.25185, -2.07418, -1.68874                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
-4.42868, -3.77604, -3.05354, -1.97116, -0.703422, 0.510057, 1.68058, 1.85403, 0.927975, -0.352935, -0.738392, -2.01615, -2.5651, -1.07992, -0.374943, -1.19984, -2.0719, -2.44933, -2.93686, -3.77958, -4.72152, -5.03933, -4.72085, -4.47224, -4.42179, -4.47452, -4.61753, -4.95784, -5.39348, -5.81376, -6.34223, -6.83794, -7.09701, -7.14146, -7.27169, -7.38789, -7.34026, -7.15327, -7.04798, -7.0308, -6.88973, -6.78462, -6.76484, -6.68846, -6.61462, -6.45382, -6.28241, -6.1428, -6.03568, -5.92911, -5.80864, -5.46155, -4.85736, -4.18829, -3.8159, -3.38423, -2.93365, -2.47661, -1.99775, -1.32803, -0.702029, -0.18327, 0.351422, 0.687092, 0.794633, 0.802105, 0.876156, 0.843666, 0.944994, 1.34622, 1.45531, 1.62732, 1.91236, 1.86489, 1.55118, 1.07769, 0.637672, 0.229477, -0.104529, -0.285117, -0.380828, -0.511787, -0.804477, -1.35273, -1.79643, -2.09579, -2.20899, -2.12178, -2.2327, -2.48266, -2.56218, -2.40244, -2.15937, -1.92988, -1.78973, -2.18468, -2.47723, -2.57477, -2.7334, -2.72739, -2.56763, -2.46702, -2.327, -2.19479, -1.93113                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
-4.34975, -3.65288, -2.89475, -1.63183, -0.296641, 0.758429, 1.49641, 1.02212, 0.0117931, -1.33439, -0.898739, -0.996259, -1.78988, -1.42534, -0.601219, -1.05914, -2.14317, -2.53373, -3.15929, -4.02926, -4.88691, -5.08143, -4.74502, -4.60693, -4.62385, -4.70391, -5.12037, -5.58399, -5.95312, -6.30597, -6.678, -7.0134, -7.22167, -7.26719, -7.43196, -7.48683, -7.33366, -7.25066, -7.19206, -7.23438, -7.20535, -7.09777, -6.99917, -6.89224, -6.75368, -6.52224, -6.28693, -6.01085, -5.82324, -5.64328, -5.28266, -4.7818, -4.15033, -3.46172, -3.24181, -2.99575, -2.70192, -2.38555, -2.0701, -1.67146, -1.13946, -0.863988, -0.526509, -0.167131, 0.0774198, 0.18447, 0.24759, 0.304237, 0.517545, 0.905306, 1.03389, 1.11357, 1.21899, 1.00563, 0.661207, 0.14682, -0.231379, -0.679064, -0.991103, -1.1276, -1.20216, -1.41617, -1.74142, -2.23851, -2.52982, -2.73527, -2.79844, -2.65825, -2.67633, -2.83265, -2.85564, -2.62279, -2.24766, -1.96959, -1.99452, -2.36754, -2.55221, -2.63476, -2.82005, -2.84555, -2.6999, -2.57328, -2.46104, -2.31417, -2.04461                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
-3.97122, -3.35278, -2.60273, -1.33659, -0.0666245, 0.807081, 1.1245, 0.450503, -0.227785, -1.91167, -1.24879, -0.618151, -1.68581, -2.05115, -1.04849, -1.05232, -2.25752, -2.71776, -3.35796, -4.06066, -4.71725, -5.03226, -4.88915, -4.94765, -5.06421, -5.09583, -5.52587, -5.96251, -6.32918, -6.71712, -7.04606, -7.23397, -7.22952, -7.31033, -7.60487, -7.50962, -7.35292, -7.39494, -7.3317, -7.31363, -7.32124, -7.24533, -7.0856, -6.99129, -6.84844, -6.54395, -6.2527, -5.95418, -5.67515, -5.40866, -4.89397, -4.23095, -3.68226, -3.29971, -3.15245, -2.95002, -2.70074, -2.43268, -2.25186, -2.05504, -1.64563, -1.39728, -1.0701, -0.767111, -0.547471, -0.440152, -0.325039, -0.140272, 0.0877215, 0.3761, 0.505882, 0.459155, 0.372439, 0.0895326, -0.226509, -0.642741, -1.03908, -1.47325, -1.72501, -1.90745, -2.02192, -2.21091, -2.50372, -3.0055, -3.22233, -3.27478, -3.27268, -3.08834, -3.03019, -3.11288, -3.0716, -2.76636, -2.29188, -2.02355, -2.15838, -2.53017, -2.66133, -2.73325, -2.90891, -2.92114, -2.80474, -2.67537, -2.60122, -2.42214, -2.09248                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
-3.2339, -2.80967, -2.13764, -1.01401, 0.0932174, 0.826109, 0.925004, 0.325067, -0.0500691, -1.06022, -0.58131, -0.184991, -1.47968, -2.44342, -1.16023, -0.930804, -2.1203, -2.91325, -3.47292, -3.90271, -4.35341, -4.88728, -5.07909, -5.19188, -5.37119, -5.55847, -5.90728, -6.28176, -6.64949, -7.0725, -7.3349, -7.39167, -7.29814, -7.43566, -7.77478, -7.66786, -7.58475, -7.60042, -7.4777, -7.36275, -7.27478, -7.26148, -7.11777, -7.01056, -6.88845, -6.58269, -6.23995, -5.92091, -5.56427, -5.28443, -4.83396, -4.18171, -3.6654, -3.40256, -3.33206, -3.14363, -2.85613, -2.55824, -2.39182, -2.19154, -1.93603, -1.61498, -1.28924, -1.15614, -1.08506, -1.00567, -0.803213, -0.532266, -0.322484, -0.132963, -0.107196, -0.304163, -0.446305, -0.713854, -1.06368, -1.38481, -1.70782, -2.11461, -2.39309, -2.61364, -2.75807, -2.89734, -3.1772, -3.59653, -3.7256, -3.65044, -3.60387, -3.45246, -3.36415, -3.3482, -3.18554, -2.81379, -2.33461, -2.14271, -2.28059, -2.62535, -2.78597, -2.90108, -2.99324, -2.96032, -2.85998, -2.73605, -2.67541, -2.48814, -2.15043                                                                                                                                                                                                                                                                                                                                                                                                                                                                
-2.32647, -2.01683, -1.49849, -0.580836, 0.354377, 0.970138, 0.964305, 0.227828, 0.147777, 0.254261, 0.360396, -0.0154584, -0.953773, -2.37351, -1.58251, -0.656851, -1.74882, -2.82473, -3.53548, -3.86933, -4.18066, -4.75799, -5.10391, -5.30386, -5.61859, -5.92823, -6.27147, -6.63217, -6.9306, -7.04888, -6.96418, -7.10106, -7.24727, -7.47457, -7.72062, -7.76909, -7.72918, -7.66483, -7.56146, -7.41437, -7.19818, -7.18347, -7.06605, -6.93776, -6.84902, -6.61894, -6.24368, -5.86081, -5.45879, -5.13808, -4.7673, -4.21745, -3.70407, -3.45923, -3.42406, -3.1684, -2.85314, -2.58476, -2.41706, -2.14633, -1.92735, -1.69976, -1.51188, -1.47577, -1.48585, -1.40222, -1.1695, -0.911197, -0.729448, -0.684871, -0.822331, -1.06101, -1.17008, -1.42419, -1.87075, -2.13131, -2.28115, -2.68722, -3.01928, -3.2015, -3.34132, -3.49029, -3.76045, -4.02417, -4.04009, -3.90619, -3.85925, -3.78115, -3.66527, -3.52063, -3.22796, -2.81707, -2.4035, -2.32868, -2.40158, -2.69069, -2.88171, -3.05257, -3.06188, -2.95435, -2.86729, -2.74451, -2.69034, -2.54617, -2.25906                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
-1.36263, -1.11076, -0.709845, -0.00710559, 0.78445, 1.29314, 1.1842, 0.329444, 0.384437, 0.35184, -0.885081, -1.75562, -2.10866, -3.23154, -2.84528, -1.07324, -1.37352, -2.63463, -3.55247, -3.87824, -4.12708, -4.8145, -5.11397, -5.51747, -5.98809, -6.23283, -6.62085, -7.02271, -7.01352, -6.48717, -6.23958, -6.67753, -6.96631, -7.19073, -7.35019, -7.54906, -7.61273, -7.51215, -7.44007, -7.45833, -7.30408, -7.19554, -7.07749, -6.92221, -6.80526, -6.63779, -6.26558, -5.83967, -5.39116, -4.91693, -4.50144, -4.09393, -3.59172, -3.35236, -3.25784, -2.95293, -2.7062, -2.49114, -2.37443, -2.1612, -1.98999, -1.95116, -1.85345, -1.75882, -1.74615, -1.6218, -1.39126, -1.20881, -1.18287, -1.37349, -1.62354, -1.76557, -1.87973, -2.14144, -2.54619, -2.77865, -2.90269, -3.26237, -3.52587, -3.64463, -3.72401, -3.89554, -4.09542, -4.31371, -4.3493, -4.19692, -4.12565, -4.04764, -3.86197, -3.59504, -3.21976, -2.84158, -2.53339, -2.55866, -2.58579, -2.77602, -2.99028, -3.11821, -3.07686, -2.89031, -2.82521, -2.7151, -2.67883, -2.59852, -2.41928                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
-0.476761, -0.352078, 0.12272, 0.655104, 1.26068, 1.56908, 1.30798, 0.613428, 0.200789, -0.963617, -2.88152, -3.77165, -4.02133, -4.21046, -4.10252, -1.53146, -1.11005, -2.5953, -3.57838, -3.89141, -4.16218, -5.0266, -5.40959, -5.93897, -6.36777, -6.51308, -6.98374, -7.42907, -6.94246, -6.09213, -6.19403, -6.71441, -6.7746, -6.80477, -6.93777, -7.14856, -7.3076, -7.31117, -7.26205, -7.41811, -7.48631, -7.32724, -7.20484, -7.00905, -6.78791, -6.60978, -6.27855, -5.86082, -5.43518, -4.93784, -4.50012, -4.13988, -3.53243, -3.19447, -3.01475, -2.73506, -2.58459, -2.41376, -2.40041, -2.34432, -2.25465, -2.29042, -2.19828, -2.02301, -1.90449, -1.69, -1.51073, -1.53026, -1.77607, -2.1333, -2.37311, -2.45385, -2.61132, -2.80986, -3.0133, -3.25832, -3.50337, -3.72236, -3.87935, -3.9455, -4.00349, -4.16553, -4.32501, -4.52432, -4.69015, -4.55552, -4.40839, -4.24556, -3.96276, -3.53736, -3.08211, -2.79157, -2.7764, -2.88168, -2.83014, -2.89776, -3.13986, -3.12992, -3.03239, -2.79782, -2.75381, -2.67625, -2.61905, -2.56163, -2.50154                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
-0.448862, 0.0144124, 0.690248, 1.18489, 1.53903, 1.6327, 1.3275, 0.764755, -0.180215, -1.75636, -3.26463, -3.67116, -2.8996, -2.63707, -3.7581, -1.27153, -1.54196, -2.53104, -3.46524, -3.96627, -4.4005, -5.30365, -5.94565, -6.40794, -6.65042, -6.7273, -7.34916, -7.78542, -6.99568, -6.31034, -6.67861, -7.05175, -6.94877, -6.74879, -6.79167, -6.91638, -7.01476, -7.17401, -7.23472, -7.35152, -7.52544, -7.41973, -7.26048, -7.04459, -6.76424, -6.55148, -6.31246, -5.95339, -5.62865, -5.25095, -4.81135, -4.36204, -3.66971, -3.27458, -3.04077, -2.76253, -2.62185, -2.48569, -2.53337, -2.55238, -2.51539, -2.56226, -2.49809, -2.30715, -2.05733, -1.78998, -1.79547, -2.11512, -2.52462, -2.82687, -2.95058, -3.07463, -3.2477, -3.31779, -3.42407, -3.71051, -3.98736, -4.07454, -4.14153, -4.20825, -4.30931, -4.47499, -4.64598, -4.77773, -4.97789, -4.84811, -4.63016, -4.3711, -4.00619, -3.49666, -2.92641, -2.60951, -2.92341, -3.23466, -3.12772, -3.07355, -3.23476, -3.10111, -2.95827, -2.7328, -2.66926, -2.59348, -2.44903, -2.37501, -2.41913                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
